origin,destination,date,airline_name,airline_code,total_amount,total_currency,segments
SIN,NRT,2025-08-01,Malaysia Airlines,MH,444.60,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-01,China Airlines,CI,446.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,Xiamen Airlines,MF,454.00,USD,"[['SIN', 'FOC'], ['FOC', 'NRT']]"
SIN,NRT,2025-08-01,Malindo Air,OD,461.70,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-01,Malaysia Airlines,MH,472.60,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-01,Starlux Airlines,JX,473.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,EVA Air,BR,477.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,Air China,CA,498.40,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-01,Asiana Airlines,OZ,503.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-01,Cathay Pacific,CX,524.30,USD,"[['SIN', 'HKG'], ['HKG', 'NRT']]"
SIN,NRT,2025-08-01,Malindo Air,OD,524.70,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-01,Vietnam Airlines,VN,542.70,USD,"[['SIN', 'HAN'], ['HAN', 'NRT']]"
SIN,NRT,2025-08-01,Xiamen Airlines,MF,562.00,USD,"[['SIN', 'XMN'], ['XMN', 'NRT']]"
SIN,NRT,2025-08-01,SriLankan Airlines,UL,575.70,USD,"[['SIN', 'CMB'], ['CMB', 'NRT']]"
SIN,NRT,2025-08-01,China Airlines,CI,588.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,EVA Air,BR,589.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,Starlux Airlines,JX,611.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,ANA,NH,617.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-01,JAL,JL,620.50,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-01,Korean Air,KE,632.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-01,SriLankan Airlines,UL,647.70,USD,"[['SIN', 'CMB'], ['CMB', 'NRT']]"
SIN,NRT,2025-08-01,ANA,NH,655.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-01,Shenzhen Airlines,ZH,672.40,USD,"[['SIN', 'SZX'], ['SZX', 'NRT']]"
SIN,NRT,2025-08-01,Xiamen Airlines,MF,680.00,USD,"[['SIN', 'XMN'], ['XMN', 'NRT']]"
SIN,NRT,2025-08-01,Starlux Airlines,JX,693.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,EVA Air,BR,729.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,Singapore Airlines,SQ,735.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-01,Singapore Airlines,SQ,735.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-01,China Airlines,CI,755.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,Air China,CA,800.40,USD,"[['SIN', 'PEK'], ['PEK', 'NRT']]"
SIN,NRT,2025-08-01,Korean Air,KE,842.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-01,Vietnam Airlines,VN,852.70,USD,"[['SIN', 'HAN'], ['HAN', 'NRT']]"
SIN,NRT,2025-08-01,EVA Air,BR,856.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,Garuda Indonesia,GA,878.70,USD,"[['SIN', 'DPS'], ['DPS', 'NRT']]"
SIN,NRT,2025-08-01,ANA,NH,889.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-01,Air China,CA,910.40,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-01,Asiana Airlines,OZ,912.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-01,SriLankan Airlines,UL,989.70,USD,"[['SIN', 'CMB'], ['CMB', 'NRT']]"
SIN,NRT,2025-08-01,Singapore Airlines,SQ,1024.73,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-01,Singapore Airlines,SQ,1024.73,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-01,EVA Air,BR,1566.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,Garuda Indonesia,GA,1616.70,USD,"[['SIN', 'DPS'], ['DPS', 'NRT']]"
SIN,NRT,2025-08-01,China Eastern Airlines,MU,1943.20,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-01,Singapore Airlines,SQ,2588.75,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-01,Air China,CA,3044.40,USD,"[['SIN', 'PEK'], ['PEK', 'NRT']]"
SIN,NRT,2025-08-01,Air China,CA,3154.40,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-01,ANA,NH,3159.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-01,ANA,NH,3159.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-01,Singapore Airlines,SQ,7770.66,USD,"[['SIN', 'LAX'], ['LAX', 'NRT']]"
SIN,NRT,2025-08-01,Singapore Airlines,SQ,7770.66,USD,"[['SIN', 'LAX'], ['LAX', 'NRT']]"
SIN,NRT,2025-08-02,China Southern Airlines,CZ,214.90,USD,"[['SIN', 'CAN'], ['CAN', 'NRT']]"
SIN,NRT,2025-08-02,VietJet Air,VJ,215.70,USD,"[['SIN', 'SGN'], ['SGN', 'NRT']]"
SIN,NRT,2025-08-02,China Eastern Airlines,MU,256.20,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-02,Jeju Air,7C,287.90,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,290.94,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Duffel Airways,ZZ,301.83,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,China Eastern Airlines,MU,303.20,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-02,American Airlines,AA,304.38,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Hahn Air,HR,310.40,USD,"[['SIN', 'MFM'], ['MFM', 'NRT']]"
SIN,NRT,2025-08-02,Vietnam Airlines,VN,313.70,USD,"[['SIN', 'HAN'], ['HAN', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,323.25,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Cathay Pacific,CX,357.30,USD,"[['SIN', 'HKG'], ['HKG', 'NRT']]"
SIN,NRT,2025-08-02,Thai Airways,TG,358.30,USD,"[['SIN', 'BKK'], ['BKK', 'NRT']]"
SIN,NRT,2025-08-02,Philippine Airlines,PR,375.90,USD,"[['SIN', 'MNL'], ['MNL', 'NRT']]"
SIN,NRT,2025-08-02,Royal Brunei Airlines,BI,377.70,USD,"[['SIN', 'BWN'], ['BWN', 'NRT']]"
SIN,NRT,2025-08-02,Air China,CA,387.40,USD,"[['SIN', 'PEK'], ['PEK', 'NRT']]"
SIN,NRT,2025-08-02,Malindo Air,OD,389.80,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-02,Shenzhen Airlines,ZH,396.40,USD,"[['SIN', 'SZX'], ['SZX', 'NRT']]"
SIN,NRT,2025-08-02,Xiamen Airlines,MF,398.00,USD,"[['SIN', 'FOC'], ['FOC', 'NRT']]"
SIN,NRT,2025-08-02,Xiamen Airlines,MF,398.00,USD,"[['SIN', 'XMN'], ['XMN', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,414.23,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,414.23,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Cathay Pacific,CX,419.30,USD,"[['SIN', 'HKG'], ['HKG', 'NRT']]"
SIN,NRT,2025-08-02,Malaysia Airlines,MH,444.60,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-02,China Airlines,CI,446.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,Xiamen Airlines,MF,454.00,USD,"[['SIN', 'XMN'], ['XMN', 'NRT']]"
SIN,NRT,2025-08-02,Xiamen Airlines,MF,454.00,USD,"[['SIN', 'FOC'], ['FOC', 'NRT']]"
SIN,NRT,2025-08-02,Malindo Air,OD,471.80,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-02,Malaysia Airlines,MH,472.60,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-02,Starlux Airlines,JX,473.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,EVA Air,BR,477.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,Air China,CA,498.40,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-02,Asiana Airlines,OZ,503.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-02,Cathay Pacific,CX,524.30,USD,"[['SIN', 'HKG'], ['HKG', 'NRT']]"
SIN,NRT,2025-08-02,Malindo Air,OD,535.80,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-02,Vietnam Airlines,VN,542.70,USD,"[['SIN', 'HAN'], ['HAN', 'NRT']]"
SIN,NRT,2025-08-02,SriLankan Airlines,UL,567.70,USD,"[['SIN', 'CMB'], ['CMB', 'NRT']]"
SIN,NRT,2025-08-02,Garuda Indonesia,GA,586.70,USD,"[['SIN', 'DPS'], ['DPS', 'NRT']]"
SIN,NRT,2025-08-02,China Airlines,CI,588.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,EVA Air,BR,589.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,Starlux Airlines,JX,611.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,ANA,NH,617.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,JAL,JL,620.50,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Korean Air,KE,632.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-02,SriLankan Airlines,UL,640.70,USD,"[['SIN', 'CMB'], ['CMB', 'NRT']]"
SIN,NRT,2025-08-02,Royal Brunei Airlines,BI,642.70,USD,"[['SIN', 'BWN'], ['BWN', 'NRT']]"
SIN,NRT,2025-08-02,ANA,NH,655.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Shenzhen Airlines,ZH,672.40,USD,"[['SIN', 'SZX'], ['SZX', 'NRT']]"
SIN,NRT,2025-08-02,Starlux Airlines,JX,693.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,EVA Air,BR,729.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,735.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,735.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,China Airlines,CI,755.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,Air China,CA,800.40,USD,"[['SIN', 'PEK'], ['PEK', 'NRT']]"
SIN,NRT,2025-08-02,Korean Air,KE,842.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-02,Vietnam Airlines,VN,852.70,USD,"[['SIN', 'HAN'], ['HAN', 'NRT']]"
SIN,NRT,2025-08-02,EVA Air,BR,856.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,ANA,NH,889.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Garuda Indonesia,GA,890.70,USD,"[['SIN', 'DPS'], ['DPS', 'NRT']]"
SIN,NRT,2025-08-02,Air China,CA,910.40,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-02,Asiana Airlines,OZ,912.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-02,SriLankan Airlines,UL,981.70,USD,"[['SIN', 'CMB'], ['CMB', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,1024.73,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,1024.73,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,EVA Air,BR,1566.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,Garuda Indonesia,GA,1602.70,USD,"[['SIN', 'DPS'], ['DPS', 'NRT']]"
SIN,NRT,2025-08-02,China Eastern Airlines,MU,1943.20,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,2572.93,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,2588.75,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-02,Air China,CA,3044.40,USD,"[['SIN', 'PEK'], ['PEK', 'NRT']]"
SIN,NRT,2025-08-02,Air China,CA,3154.40,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-02,ANA,NH,3159.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,ANA,NH,3159.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-02,Singapore Airlines,SQ,7770.66,USD,"[['SIN', 'LAX'], ['LAX', 'NRT']]"
SIN,NRT,2025-08-03,China Southern Airlines,CZ,214.90,USD,"[['SIN', 'CAN'], ['CAN', 'NRT']]"
SIN,NRT,2025-08-03,VietJet Air,VJ,215.70,USD,"[['SIN', 'SGN'], ['SGN', 'NRT']]"
SIN,NRT,2025-08-03,China Eastern Airlines,MU,256.20,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-03,American Airlines,AA,289.94,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,290.94,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,290.94,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Royal Brunei Airlines,BI,300.70,USD,"[['SIN', 'BWN'], ['BWN', 'NRT']]"
SIN,NRT,2025-08-03,China Eastern Airlines,MU,303.20,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-03,Duffel Airways,ZZ,304.18,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Hahn Air,HR,310.40,USD,"[['SIN', 'MFM'], ['MFM', 'NRT']]"
SIN,NRT,2025-08-03,Vietnam Airlines,VN,313.70,USD,"[['SIN', 'SGN'], ['SGN', 'NRT']]"
SIN,NRT,2025-08-03,Vietnam Airlines,VN,313.70,USD,"[['SIN', 'HAN'], ['HAN', 'NRT']]"
SIN,NRT,2025-08-03,Cathay Pacific,CX,357.30,USD,"[['SIN', 'HKG'], ['HKG', 'NRT']]"
SIN,NRT,2025-08-03,Thai Airways,TG,358.30,USD,"[['SIN', 'BKK'], ['BKK', 'NRT']]"
SIN,NRT,2025-08-03,Philippine Airlines,PR,375.90,USD,"[['SIN', 'MNL'], ['MNL', 'NRT']]"
SIN,NRT,2025-08-03,Royal Brunei Airlines,BI,377.70,USD,"[['SIN', 'BWN'], ['BWN', 'NRT']]"
SIN,NRT,2025-08-03,Air China,CA,387.40,USD,"[['SIN', 'PEK'], ['PEK', 'NRT']]"
SIN,NRT,2025-08-03,Air China,CA,387.40,USD,"[['SIN', 'TFU'], ['TFU', 'NRT']]"
SIN,NRT,2025-08-03,Shenzhen Airlines,ZH,396.40,USD,"[['SIN', 'SZX'], ['SZX', 'NRT']]"
SIN,NRT,2025-08-03,Xiamen Airlines,MF,398.00,USD,"[['SIN', 'FOC'], ['FOC', 'NRT']]"
SIN,NRT,2025-08-03,Malindo Air,OD,409.80,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,414.23,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,414.23,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Cathay Pacific,CX,419.30,USD,"[['SIN', 'HKG'], ['HKG', 'NRT']]"
SIN,NRT,2025-08-03,Malaysia Airlines,MH,444.60,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-03,China Airlines,CI,446.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,Xiamen Airlines,MF,454.00,USD,"[['SIN', 'FOC'], ['FOC', 'NRT']]"
SIN,NRT,2025-08-03,Malaysia Airlines,MH,472.60,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-03,China Airlines,CI,472.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,Starlux Airlines,JX,473.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,EVA Air,BR,477.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,Malindo Air,OD,491.80,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-03,Asiana Airlines,OZ,503.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-03,Cathay Pacific,CX,524.30,USD,"[['SIN', 'HKG'], ['HKG', 'NRT']]"
SIN,NRT,2025-08-03,Vietnam Airlines,VN,542.70,USD,"[['SIN', 'SGN'], ['SGN', 'NRT']]"
SIN,NRT,2025-08-03,Vietnam Airlines,VN,542.70,USD,"[['SIN', 'HAN'], ['HAN', 'NRT']]"
SIN,NRT,2025-08-03,Malindo Air,OD,555.80,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-03,SriLankan Airlines,UL,567.70,USD,"[['SIN', 'CMB'], ['CMB', 'NRT']]"
SIN,NRT,2025-08-03,Garuda Indonesia,GA,586.70,USD,"[['SIN', 'DPS'], ['DPS', 'NRT']]"
SIN,NRT,2025-08-03,China Airlines,CI,588.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,China Airlines,CI,588.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,EVA Air,BR,589.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,Starlux Airlines,JX,611.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,ANA,NH,617.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,JAL,JL,620.50,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Korean Air,KE,632.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-03,SriLankan Airlines,UL,640.70,USD,"[['SIN', 'CMB'], ['CMB', 'NRT']]"
SIN,NRT,2025-08-03,Royal Brunei Airlines,BI,642.70,USD,"[['SIN', 'BWN'], ['BWN', 'NRT']]"
SIN,NRT,2025-08-03,ANA,NH,655.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Starlux Airlines,JX,693.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,EVA Air,BR,729.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,735.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,735.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,China Airlines,CI,755.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,China Airlines,CI,755.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,Jeju Air,7C,775.90,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-03,Air China,CA,800.40,USD,"[['SIN', 'TFU'], ['TFU', 'NRT']]"
SIN,NRT,2025-08-03,Air China,CA,800.40,USD,"[['SIN', 'PEK'], ['PEK', 'NRT']]"
SIN,NRT,2025-08-03,Korean Air,KE,842.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-03,Vietnam Airlines,VN,852.70,USD,"[['SIN', 'SGN'], ['SGN', 'NRT']]"
SIN,NRT,2025-08-03,Vietnam Airlines,VN,852.70,USD,"[['SIN', 'HAN'], ['HAN', 'NRT']]"
SIN,NRT,2025-08-03,EVA Air,BR,856.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,ANA,NH,889.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Garuda Indonesia,GA,890.70,USD,"[['SIN', 'DPS'], ['DPS', 'NRT']]"
SIN,NRT,2025-08-03,Asiana Airlines,OZ,912.80,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-03,SriLankan Airlines,UL,981.70,USD,"[['SIN', 'CMB'], ['CMB', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,1024.73,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,1024.73,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,EVA Air,BR,1566.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,Garuda Indonesia,GA,1602.70,USD,"[['SIN', 'DPS'], ['DPS', 'NRT']]"
SIN,NRT,2025-08-03,China Eastern Airlines,MU,1943.20,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,2572.93,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,2588.75,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-03,Air China,CA,3044.40,USD,"[['SIN', 'TFU'], ['TFU', 'NRT']]"
SIN,NRT,2025-08-03,Air China,CA,3044.40,USD,"[['SIN', 'PEK'], ['PEK', 'NRT']]"
SIN,NRT,2025-08-03,ANA,NH,3159.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,ANA,NH,3159.30,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,7770.66,USD,"[['SIN', 'LAX'], ['LAX', 'NRT']]"
SIN,NRT,2025-08-03,Singapore Airlines,SQ,7770.66,USD,"[['SIN', 'LAX'], ['LAX', 'NRT']]"
SIN,NRT,2025-08-04,China Southern Airlines,CZ,214.90,USD,"[['SIN', 'SZX'], ['SZX', 'NRT']]"
SIN,NRT,2025-08-04,China Southern Airlines,CZ,214.90,USD,"[['SIN', 'CAN'], ['CAN', 'NRT']]"
SIN,NRT,2025-08-04,VietJet Air,VJ,215.70,USD,"[['SIN', 'SGN'], ['SGN', 'NRT']]"
SIN,NRT,2025-08-04,China Eastern Airlines,MU,256.20,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-04,Jeju Air,7C,286.90,USD,"[['SIN', 'ICN'], ['ICN', 'NRT']]"
SIN,NRT,2025-08-04,Duffel Airways,ZZ,288.99,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-04,Singapore Airlines,SQ,290.94,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-04,Singapore Airlines,SQ,290.94,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-04,China Eastern Airlines,MU,303.20,USD,"[['SIN', 'PVG'], ['PVG', 'NRT']]"
SIN,NRT,2025-08-04,American Airlines,AA,306.27,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-04,Hahn Air,HR,310.40,USD,"[['SIN', 'MFM'], ['MFM', 'NRT']]"
SIN,NRT,2025-08-04,Vietnam Airlines,VN,313.70,USD,"[['SIN', 'HAN'], ['HAN', 'NRT']]"
SIN,NRT,2025-08-04,Xiamen Airlines,MF,336.00,USD,"[['SIN', 'FOC'], ['FOC', 'NRT']]"
SIN,NRT,2025-08-04,Cathay Pacific,CX,357.30,USD,"[['SIN', 'HKG'], ['HKG', 'NRT']]"
SIN,NRT,2025-08-04,Thai Airways,TG,358.30,USD,"[['SIN', 'BKK'], ['BKK', 'NRT']]"
SIN,NRT,2025-08-04,Philippine Airlines,PR,375.90,USD,"[['SIN', 'MNL'], ['MNL', 'NRT']]"
SIN,NRT,2025-08-04,Air China,CA,387.40,USD,"[['SIN', 'PEK'], ['PEK', 'NRT']]"
SIN,NRT,2025-08-04,Air China,CA,387.40,USD,"[['SIN', 'TFU'], ['TFU', 'NRT']]"
SIN,NRT,2025-08-04,Xiamen Airlines,MF,392.00,USD,"[['SIN', 'FOC'], ['FOC', 'NRT']]"
SIN,NRT,2025-08-04,Shenzhen Airlines,ZH,396.40,USD,"[['SIN', 'SZX'], ['SZX', 'NRT']]"
SIN,NRT,2025-08-04,Xiamen Airlines,MF,398.00,USD,"[['SIN', 'XMN'], ['XMN', 'NRT']]"
SIN,NRT,2025-08-04,Garuda Indonesia,GA,404.70,USD,"[['SIN', 'DPS'], ['DPS', 'NRT']]"
SIN,NRT,2025-08-04,Singapore Airlines,SQ,414.23,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-04,Singapore Airlines,SQ,414.23,USD,"[['SIN', 'NRT']]"
SIN,NRT,2025-08-04,Cathay Pacific,CX,419.30,USD,"[['SIN', 'HKG'], ['HKG', 'NRT']]"
SIN,NRT,2025-08-04,Malaysia Airlines,MH,444.60,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-04,China Airlines,CI,446.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-04,Xiamen Airlines,MF,454.00,USD,"[['SIN', 'XMN'], ['XMN', 'NRT']]"
SIN,NRT,2025-08-04,Malaysia Airlines,MH,472.60,USD,"[['SIN', 'KUL'], ['KUL', 'NRT']]"
SIN,NRT,2025-08-04,Starlux Airlines,JX,473.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
SIN,NRT,2025-08-04,EVA Air,BR,477.60,USD,"[['SIN', 'TPE'], ['TPE', 'NRT']]"
